    # Energy          Si          Mn          Fe          Co          Ni
   -16.92811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.91811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.90811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.89811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.88811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.87811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.86811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.85811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.84811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.83811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.82811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.81811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.80811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.79811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.78811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.77811     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.76811     0.00000     0.00000     0.00000     0.00000     0.00000
