    # Energy          Si          Cr          Fe          Co          Ni
   -18.74764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.73764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.72764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.71764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.70764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.69764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.68764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.67764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.66764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.65764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.64764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.63764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.62764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.61764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.60764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.59764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.58764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.57764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.56764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.55764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.54764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.53764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.52764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.51764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.50764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.49764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.48764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.47764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.46764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.45764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.44764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.43764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.42764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.41764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.40764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.39764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.38764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.37764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.36764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.35764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.34764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.33764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.32764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.31764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.30764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.29764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.28764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.27764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.26764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.25764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.24764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.23764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.22764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.21764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.20764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.19764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.18764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.17764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.16764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.15764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.14764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.13764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.12764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.11764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.10764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.09764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.08764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.07764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.06764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.05764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.04764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.03764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.02764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.01764     0.00000     0.00000     0.00000     0.00000     0.00000
   -18.00764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.99764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.98764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.97764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.96764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.95764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.94764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.93764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.92764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.91764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.90764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.89764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.88764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.87764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.86764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.85764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.84764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.83764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.82764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.81764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.80764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.79764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.78764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.77764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.76764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.75764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.74764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.73764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.72764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.71764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.70764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.69764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.68764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.67764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.66764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.65764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.64764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.63764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.62764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.61764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.60764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.59764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.58764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.57764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.56764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.55764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.54764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.53764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.52764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.51764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.50764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.49764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.48764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.47764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.46764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.45764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.44764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.43764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.42764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.41764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.40764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.39764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.38764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.37764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.36764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.35764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.34764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.33764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.32764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.31764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.30764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.29764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.28764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.27764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.26764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.25764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.24764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.23764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.22764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.21764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.20764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.19764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.18764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.17764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.16764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.15764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.14764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.13764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.12764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.11764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.10764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.09764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.08764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.07764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.06764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.05764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.04764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.03764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.02764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.01764     0.00000     0.00000     0.00000     0.00000     0.00000
   -17.00764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.99764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.98764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.97764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.96764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.95764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.94764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.93764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.92764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.91764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.90764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.89764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.88764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.87764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.86764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.85764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.84764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.83764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.82764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.81764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.80764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.79764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.78764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.77764     0.00000     0.00000     0.00000     0.00000     0.00000
   -16.76764     0.00000     0.00000     0.00000     0.00000     0.00000
