      #Energy        TDOS-UP        TDOS-DOWN
     -20.82392       0.00000       0.00000
     -20.81392       0.00000       0.00000
     -20.80492       0.00000       0.00000
     -20.79492       0.00000       0.00000
     -20.78592       0.00000       0.00000
     -20.77592       0.00000       0.00000
     -20.76592       0.00000       0.00000
     -20.75692       0.00000       0.00000
     -20.74692       0.00000       0.00000
     -20.73792       0.00000       0.00000
     -20.72792       0.00000       0.00000
     -20.71792       0.00000       0.00000
     -20.70892       0.00000       0.00000
     -20.69892       0.00000       0.00000
     -20.68992       0.00000       0.00000
     -20.67992       0.00000       0.00000
     -20.66992       0.00000       0.00000
     -20.66092       0.00000       0.00000
     -20.65092       0.00000       0.00000
     -20.64192       0.00000       0.00000
     -20.63192       0.00000       0.00000
     -20.62192       0.00000       0.00000
     -20.61292       0.00000       0.00000
     -20.60292       0.00000       0.00000
     -20.59392       0.00000       0.00000
     -20.58392       0.00000       0.00000
     -20.57392       0.00000       0.00000
     -20.56492       0.00000       0.00000
     -20.55492       0.00000       0.00000
     -20.54492       0.00000       0.00000
     -20.53592       0.00000       0.00000
     -20.52592       0.00000       0.00000
     -20.51692       0.00000       0.00000
     -20.50692       0.00000       0.00000
     -20.49692       0.00000       0.00000
     -20.48792       0.00000       0.00000
     -20.47792       0.00000       0.00000
     -20.46892       0.00000       0.00000
     -20.45892       0.00000       0.00000
     -20.44892       0.00000       0.00000
     -20.43992       0.00000       0.00000
     -20.42992       0.00000       0.00000
     -20.42092       0.00000       0.00000
     -20.41092       0.00000       0.00000
     -20.40092       0.00000       0.00000
     -20.39192       0.00000       0.00000
     -20.38192       0.00000       0.00000
     -20.37292       0.00000       0.00000
     -20.36292       0.00000       0.00000
     -20.35292       0.00000       0.00000
     -20.34392       0.00000       0.00000
     -20.33392       0.00000       0.00000
     -20.32492       0.00000       0.00000
     -20.31492       0.00000       0.00000
     -20.30492       0.00000       0.00000
     -20.29592       0.00000       0.00000
     -20.28592       0.00000       0.00000
     -20.27692       0.00000       0.00000
     -20.26692       0.00000       0.00000
     -20.25692       0.00000       0.00000
     -20.24792       0.00000       0.00000
     -20.23792       0.00000       0.00000
     -20.22892       0.00000       0.00000
     -20.21892       0.00000       0.00000
     -20.20892       0.00000       0.00000
     -20.19992       0.00000       0.00000
     -20.18992       0.00000       0.00000
     -20.18092       0.00000       0.00000
     -20.17092       0.00000       0.00000
     -20.16092       0.00000       0.00000
     -20.15192       0.00000       0.00000
     -20.14192       0.00000       0.00000
     -20.13292       0.00000       0.00000
     -20.12292       0.00000       0.00000
     -20.11292       0.00000       0.00000
     -20.10392       0.00000       0.00000
     -20.09392       0.00000       0.00000
     -20.08492       0.00000       0.00000
     -20.07492       0.00000       0.00000
     -20.06492       0.00000       0.00000
     -20.05592       0.00000       0.00000
     -20.04592       0.00000       0.00000
     -20.03592       0.00000       0.00000
     -20.02692       0.00000       0.00000
     -20.01692       0.00000       0.00000
     -20.00792       0.00000       0.00000
     -19.99792       0.00000       0.00000
     -19.98792       0.00000       0.00000
     -19.97892       0.00000       0.00000
     -19.96892       0.00000       0.00000
     -19.95992       0.00000       0.00000
     -19.94992       0.00000       0.00000
     -19.93992       0.00000       0.00000
     -19.93092       0.00000       0.00000
     -19.92092       0.00000       0.00000
     -19.91192       0.00000       0.00000
     -19.90192       0.00000       0.00000
     -19.89192       0.00000       0.00000
     -19.88292       0.00000       0.00000
     -19.87292       0.00000       0.00000
     -19.86392       0.00000       0.00000
     -19.85392       0.00000       0.00000
     -19.84392       0.00000       0.00000
     -19.83492       0.00000       0.00000
     -19.82492       0.00000       0.00000
     -19.81592       0.00000       0.00000
     -19.80592       0.00000       0.00000
     -19.79592       0.00000       0.00000
     -19.78692       0.00000       0.00000
     -19.77692       0.00000       0.00000
     -19.76792       0.00000       0.00000
